file name,expected,extracted,status
e5770fac_2b5d_11eb_9847_6b2a64503d06_pdf.pdf,Saint Paul,Saint Paul,True
18_7_PDF_renew_170.pdf,MASSAPEQUA,MASSAPEQUA,True
29_7_PDF_decpage119_Erie_Insurance_Company_of_New_York_Dec.pdf,CAMILLUS,CAMILLUS,True
60_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTENT_TO_CANCEL.pdf,READING,READING,True
100_amend186_Statefarm_amend.pdf,PATCHOGUE,PATCHOGUE,True
83_THE_TRAVELLERS_HOME_AND_MARINE_INSURANCE_COMPANY_DECLARATION_DOCUMENT_03_10_2020_AMEND_14_PDF_amend_14.pdf,MARION,MARION,True
59018699_2bb1_11eb_a46b_3de2c0f8044b_pdf.pdf,Phila,Phila,True
COUNTRY_MUTUAL_ENDORSEMENT_123_7_PDF_amend194.pdf,Puyallup,Puyallup,True
39d511c8_2bb2_11eb_a46b_6f5b6a645e8b_pdf.pdf,Springfield,Springfield,True
c8b26251_2dbb_11eb_a46b_fd4b5885d694_pdf.pdf,HAVELOCK | CLAYTON,HAVELOCK | CLAYTON,True
6_7_PDF_bin_1Statefarm_mutual.pdf,"TONAWANDA,",,False
5_7_PDF_cancel78_The_Travelers_Insurance_Companies_CANCELLATION.pdf,"FORT WORTH,","FORT WORTH,",True
e52f4cea_2bb1_11eb_9847_0d6372b50468_pdf.pdf,Madison,Madison,True
aba7124c_2b60_11eb_b3c4_7760f2fa6428_pdf.pdf,Cottage Grove,Cottage Grove,True
ALLSTATE_VEHICLE_PROPERTY_IN_CO_RENEWAL_52_7_PDF_amend201.pdf,Middletown,Middletown,True
Allstate_vehicle_and_Property_Insurance_Company_Renewal_327_328_7_PDF_renew_16.pdf,Waterford,Waterford,True
5_7_PDF_cancel78_First_Acceptance_Insurance_Company_Cancellation.pdf,DOTHAN,DOTHAN,True
6c793a73_2b64_11eb_b3c4_7bbcd6e48833_pdf.pdf,ALSEY,ALSEY,True
Hartford_Accident_and_Indemnity_2_7_PDF_amend_3.pdf,RATHDRUM,,False
73dbeb37_29d4_11eb_9847_13fca39c1afe_pdf.pdf,Eutaw,Eutaw,True
5_7_PDF_cancel78_First_Acceptance_Insurance_Company_Cancellation_2.pdf,JACKSONVILLE,JACKSONVILLE,True
CAHP_CU_1_1_PDF_ID_1.pdf,ANAHEIM,ANAHEIM,True
59_FIRST_ACCEPTANCE_INSURANCE_COMPANY_INC_09_10_2020_CANCEL_51_PDF_cancel_51.pdf,LEEDS,LEEDS,True
DEFAULT_80_7_PDF_ID_4.pdf,"RAVENSDALE,","RAVENSDALE,",True
ALLSTATE_VEHICLE_AND_PROPERTY_INS_ENDORSEMENT_59_7_PDF_amend194.pdf,Cold Spring,Cold Spring,True
4_7_PDF_cancel78_The_Travelers_Insurance_Companies_Cancellation.pdf,"FORT WORTH,","FORT WORTH,",True
a899910e_2a3d_11eb_b3c4_653c7437a675_pdf.pdf,SOUDERTON,SOUDERTON,True
5_7_PDF_binder4_state_farm_ins_com_4.pdf,"CAMBRIDGE,","CAMBRIDGE,",True
4_7_PDF_cancel78_First_Acceptance_insurance_Company_Cancellation.pdf,SELMA,SELMA,True
RENEWAL_STATE_FARM_FIRE_AND_CASUALTY_COMPANY_81_7_PDF_renew_221.pdf,COLUMBUS,COLUMBUS,True
736ba1f2_2dbb_11eb_9847_a7d51af9841b_pdf.pdf,TALLAHASSEE,TALLAHASSEE,True
NOTICE_OF_REINSTATEMENT_STATE_FARM_FIRE_AND_CASUALTY_COMPANY_125_7_PDF_rein_4.pdf,BLACHLY,BLACHLY,True
Nationwide_mortgagee52_7_PDF_amend_53.pdf,"MINNEAPOLIS,","MINNEAPOLIS,",True
49_7_PDF_cancel75_FIRST_ACCEPTANCE_INS_CO_INC_CANCEL.pdf,HOLLY HILL,HOLLY HILL,True
46_7_PDF_cancel76_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,"MUNDELEIN,","MUNDELEIN,",True
150_BADGER_MUTUAL_INSURANCE_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,"Portage,","Caledonia,",False
361743b2_2adf_11eb_b3c4_c3b75ddc0b9e_pdf.pdf,Sound Beach,Sound Beach,True
25_7_PDF_decpage120_AMICA_Mutual_Insurance_Company_Dec.pdf,"East Islip,","East Islip,",True
c7e0d513_2b5f_11eb_b3c4_01a4a8927d27_pdf.pdf,MOOSE LAKE,MOOSE LAKE,True
72a46562_29c3_11eb_a46b_c724cff9e027_pdf.pdf,West Babylon,West Babylon,True
35cbb5cf_29c9_11eb_b3c4_7bca5c2d9ec6_pdf.pdf,RED LION,RED LION,True
6b90eb86_2bb0_11eb_9847_cb65b2e4990e_pdf.pdf,MINNEAPOLIS,,False
46_7_PDF_cancel63_AMICA_MUTUAL_INS_CO_CANCEL.pdf,SALT LAKE CITY,,False
42_7_PDF_cancel76_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,"HARVARD,","HARVARD,",True
6b2f857f_29c3_11eb_a46b_a79d58b12879_pdf.pdf,"Skiatook,","Skiatook,",True
STATE_FARM_FIRE_AND_CASUALTY_REIN_82_7_PDF_rein28.pdf,PHILA,PHILA,True
,CHESNEE,CHESNEE,True
ALLSTATE_VEHICLE_AND_PROPERTY_INS_ENDORSEMENT_38_7_PDF_amend194.pdf,Columbus,Columbus,True
NOTICE_OF_REINSTATEMENT_MGA_INSURANCE_COMPANYINC_152_7_PDF_rein_4.pdf,AXTON,AXTON,True
55081eef_2db8_11eb_b3c4_27cd85c51c47_pdf.pdf,PORTLAND,PORTLAND,True
26_7_PDF_decpage119_Erie_Insurance_Exchange_Dec.pdf,PUNXSUTAWNEY,,False
40_7_PDF_cancel76_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,"JOLIET,","JOLIET,",True
5615078b_2bac_11eb_a46b_d3af06ab4f98_pdf.pdf,CLAY,CLAY,True
80_7_PDF_decpage119_GEICO_General_Insurance_Company_Dec.pdf,HYDE PARK,HYDE PARK,True
4_7_PDF_binder4_state_farm_ins_com_5.pdf,"RICHLAND,","RICHLAND,",True
Allstate_Insurance_Company_Renewal_195_196_7_PDF_renew_16.pdf,Commack,Commack,True
ALLSTATE_VEHICLE_PROPERTY_INS_DEC_21_7_PDF_dec_100.pdf,Madison,Madison,True
40_7_PDF_cancel76_FIRST_ACCEPTANCE_INS_CO_INC_CANCEL.pdf,FRANKLIN,FRANKLIN,True
19_amend186_Farm_bererau_change.pdf,THREE RIVERS,THREE RIVERS,True
a2241ff1_2a3d_11eb_9847_1d34911c9a78_pdf.pdf,EMMAUS,EMMAUS,True
1cfa2e17_2b5e_11eb_b3c4_dd6daa0ff9b9_pdf.pdf,Oak Creek,Oak Creek,True
4_7_PDF_binder4_state_farm_ins_com_4.pdf,VERGENNES,VERGENNES,True
American_Bankers_Insurance_Company_Reinstatement_Notice_1_7_PDF_rein_12.pdf,OAKLAND GDNS,OAKLAND GDNS,True
6a21a39d_2bb0_11eb_a46b_7973bcb13a5f_pdf.pdf,BEMIDJI,BEMIDJI,True
25_7_PDF_decpage119_Governement_Employees_Insurance_Company_Advantage_Company_Dec.pdf,WALKERTON,WALKERTON,True
1c5b9289_2b60_11eb_b3c4_5915fcbe8cc6_pdf.pdf,MOBILE,MOBILE,True
77_7_PDF_decpage119_GEICO_General_Insurance_Company_Dec.pdf,HYDE PARK,HYDE PARK,True
c78811a7_2a47_11eb_a46b_6b21da099f38_pdf.pdf,ROSEVILLE,ROSEVILLE,True
3_TRAVELLERS_09_10_2020_CANCEL_51_PDF_cancel_51.pdf,EVANS,EVANS,True
174_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,SYRACUSE,SYRACUSE,True
706dd45a_2bab_11eb_9847_7dba57efa1ed_pdf.pdf,VANCOUVER,VANCOUVER,True
State_Farm_Fire_and_Casualty_Company_96_7_PDF_renew_158.pdf,VERNON HILLS,VERNON HILLS,True
4_7_PDF_binder4_state_farm_ins_com_11.pdf,"SAGINAW,","SAGINAW,",True
69ee82f5_2bac_11eb_a46b_87314d01641d_pdf.pdf,"VALENCIA,","VALENCIA,",True
141_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,MADISON,MADISON,True
Allstate_Insurance_Company_Mortgagee_219_220_7_PDF_renew_16.pdf,Centereach,Centereach,True
NATIONWIDE_AFFINITY_INS_AMENDED_DEC_67_7_PDF_amend194.pdf,"BOISE,","BOISE,",True
Liberty_Mutual_Ins_Declaration_65_dec_98_2.pdf,"Hoover,","Hoover,",True
172_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,BREWERTON,BREWERTON,True
2f53da0a_2adf_11eb_9847_792693317e70_pdf.pdf,Jacksonville,Jacksonville,True
3_7_PDF_cancel78_First_Acceptance_Insurance_Company_Cancellation.pdf,SPRINGVILLE,SPRINGVILLE,True
State_Farm_Fire_and_Casualty_Company_95_7_PDF_renew252.pdf,HOPEWELL JOT,HOPEWELL JOT,True
AMERICAN_FAMILY_HOMEMORTGAGE.pdf,SCHENECTADY,SCHENECTADY,True
69a16251_2b64_11eb_b3c4_27febe216dbb_pdf.pdf,"Beckemeyer,","Beckemeyer,",True
171_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,BREWERTON,BREWERTON,True
aa5fc998_29d1_11eb_9847_c7c131fc4ef4_pdf.pdf,BROOKLYN,BROOKLYN,True
NOTICE_OF_REINSTATEMENT_AMERICAN_FREEDOM_INSURANCE_COMPANY_180_7_PDF_rein_4.pdf,"CHICAGO,","CHICAGO,",True
170_STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,OSWEGO,OSWEGO,True
4_7_PDF_acord_18_FARMERS_ALLIANCE_MUTUAL_INS_COM.pdf,"Watford City,",Watford City,False
9b9b6602_29c9_11eb_9847_77d4e56235b1_pdf.pdf,VICTORVILLE | WALNUT CREEK,VICTORVILLE | WALNUT CREEK,True
38_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTENT_TO_CANCEL.pdf,CUMBERLAND,CUMBERLAND,True
2db3e150_2a47_11eb_a46b_df284ae61149_pdf.pdf,S SETAUKET,S SETAUKET,True
18_STATE_FARM_FIRE_CASUALTY_COMPANY_CANCELLATION_DOCUMENT_03_10_2020_AMEND_14_PDF_amend_14.pdf,WASHINGTON,WASHINGTON,True
38_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTENT_TO_CANCEL1.pdf,CUMBERLAND,CUMBERLAND,True
c7126494_2b63_11eb_b3c4_039fd0f19245_pdf.pdf,"Lincoln,","Lincoln,",True
American_family_mutual_insurance_company_Declaration_126_7_PDF_decpage135.pdf,MADISON,MADISON,True
3_7_PDF_binder4_STATE_FARM_INS_COM.pdf,"KAILUA KONA,","KAILUA KONA,",True
37_cancel77_Amica_cancel.pdf,"Palm Coast,","Palm Coast,",True
68e8b931_2bb1_11eb_a46b_b3439011a92d_pdf.pdf,Grayslake,Grayslake,True
37_7_PDF_cancel76_FIRST_ACCEPTANCE_INS_CO_CANCEL.pdf,MOUNT VERNON,MOUNT VERNON,True
6_MENDOTA_INSURANCE_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,SAHUARITA,SAHUARITA,True
37_7_PDF_cancel63_AMICA_MUTUAL_INS_CO_CANCEL.pdf,BROOKFIELD,BROOKFIELD,True
MUTUAL_OF_ENUMCLAW_INS_CO_POLICY_CHNG_60_7_PDF_amend173.pdf,"Salem,","Salem,",True
a9466f9a_2db8_11eb_b3c4_331355866d1f_pdf.pdf,OLIVEBRIDGE,OLIVEBRIDGE,True
c6a56eef_2a46_11eb_a46b_3954c2bfc4d2_pdf.pdf,MADISON,MADISON,True
36_7_PDF_cancel76_AMICA_MUTUAL_INSURANCE_COMPANY_CANCEL.pdf,PITTSBURGH,PITTSBURGH,True
2d39ac0e_2adf_11eb_b3c4_d3a42893848d_pdf.pdf,JACKSONVILLE,JACKSONVILLE,True
9_7_PDF_decpage121_Indiana_Farm_Bureau_Mutual_Services_Dec.pdf,"WASHINGTON, | WHITELAND, | BLOOMFIELD,","WASHINGTON, | WHITELAND, | BLOOMFIELD,",True
45_7_PDF_renew_105_AMERICAN_BANKERS_INSURANCE_RENEWAL.pdf,BEL AIR,BEL AIR,True
3_7_PDF_binder4_state_farm_ins_com_7.pdf,"SPRINGFIELD,","SPRINGFIELD,",True
Kingstone_insurance_company_97_7_PDF_rein_2.pdf,"SELDEN,","SELDEN,",True
35_cancel77_First_accptance_expiration.pdf,JACKSONVILLE,JACKSONVILLE,True
133_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,WAUKESHA,WAUKESHA,True
FARM_BUREAU_INSURANCE81_7_PDF_amend_9.pdf,"Preston,","Preston,",True
STATE_FARM_FIRE_AND_CASUALTY_REIN_30_7_PDF_rein28.pdf,MADISON,MADISON,True
3_7_PDF_binder4_state_farm_ins_com_3.pdf,LENOTR,,False
32_AMICA_MUTUAL_INSURANCE_COMPANY_09_10_2020_CANCEL_84_PDF_cancel84_5.pdf,LONG BEACH,LONG BEACH,True
Travelers_property_casualty_company_of_America_69_7_PDF_ID_2.pdf,clyndon,,False
1a8e6a9b_2dba_11eb_a46b_2d713a412720_pdf.pdf,"Phoenix,","Phoenix,",True
32_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL.pdf,PERKASIE,PERKASIE,True
1a48bb28_2b64_11eb_b3c4_1b145285dec2_pdf.pdf,"PANAMA CITY,","PANAMA CITY,",True
5dd73659_2b5d_11eb_a46b_b345f6141f84_pdf.pdf,Ithaca,Ithaca,True
32_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL1.pdf,PERKASIE,PERKASIE,True
64_7_PDF_decpage119_Grinnel_Mutual_Re_insurance_Company_Dec.pdf,RICH HILL,RICH HILL,True
3_7_PDF_binder4_state_farm_ins_com_12.pdf,"JEFFERSON,","JEFFERSON,",True
e1850f0f_29c2_11eb_a46b_2177043e904f_pdf.pdf,DU BOIS,DU BOIS,True
ALLSTATE_INDEMNITY_CO_MORTGAGEE_DEC_SUMMARY_41_7_PDF_amend201.pdf,Beacon,Beacon,True
c63f231f_2dbc_11eb_9847_ef41f30bae0a_pdf.pdf,HUBERTUS,HUBERTUS,True
Farm_Bureau_Town_Country_INS_CO_Reinstatement_Notice_1_7_PDF_rein_7.pdf,"Arnold,","Arnold,",True
2a147f6e_2a3d_11eb_b3c4_b7333b7df9cf_pdf.pdf,Client,Client,True
MORTGAGEE_DEC_ALLSTATE_VEHICLE_AND_PROPERTY_INSURANCE_COMPANY_84_7_PDF_amend183.pdf,Beaverton,Beaverton,True
31_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL.pdf,KING OF PRUSSIA,KING OF PRUSSIA,True
RENEWAL_STATE_FARM_FIRE_AND_CASUALTY_COMPANY_43_7_PDF_renew_218.pdf,CARLISLE,CARLISLE,True
ff2e4850_2baa_11eb_b3c4_b720dafaea75_pdf.pdf,BALDWINSVILLE,BALDWINSVILLE,True
31_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL1.pdf,KING OF PRUSSIA,KING OF PRUSSIA,True
92c1bf73_2a3b_11eb_9847_15913fecb830_pdf.pdf,DOVER PLAINS,DOVER PLAINS,True
ALLSTATE_PROPERTY_CASUALTY_INS_ID_41_7_PDF_ID_4.pdf,Snowflake,Snowflake,True
c52960cd_2baa_11eb_a46b_25ec71b0e515_pdf.pdf,LONGVIEW,LONGVIEW,True
62_7_PDF_decpage119_State_Farm_Mutual_Automobile_Insurance_Company_Dec.pdf,CHATTANOOGA,CHATTANOOGA,True
American_family_mutual_insurance_company_Declaration_115_7_PDF_decpage135.pdf,BEAVER DAM,BEAVER DAM,True
45147279_2a45_11eb_9847_35f3c924a69b_pdf.pdf,"ACTON,","ACTON,",True
65_MGA_INSURANCE_COMAPNY_INC_08_10_2020_REINST_27_PDF_reinst27.pdf,TAYLORSVILLE,TAYLORSVILLE,True
28f01e3d_2bb2_11eb_a46b_07ac42a59fe7_pdf.pdf,East Troy,East Troy,True
,"FORT COLLINS,","FORT COLLINS,",True
c5094373_2b62_11eb_b3c4_47f586a29fd2_pdf.pdf,HIGHLAND MILLS,HIGHLAND MILLS,True
30_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL.pdf,BETHLEHEM,BETHLEHEM,True
128_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,MOUNT HOREB,MOUNT HOREB,True
4451f6ef_2bb1_11eb_9847_85f79838dd31_pdf.pdf,Spring City,Spring City,True
12_7_PDF_renew_170.pdf,WADING RIVER,WADING RIVER,True
30_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL1.pdf,BETHLEHEM,BETHLEHEM,True
43096038_2a45_11eb_9847_a90c47807e51_pdf.pdf,"ACTON,","ACTON,",True
Farm_Bureau_town_Casualty_Reinstated_Notice1_7_PDF_rein_7_1.pdf,"Barnett,","Barnett,",True
2_7_PDF_cancel76_UNIQUE_INSURANCE_COMPANY_CANCEL.pdf,"WAUKEGAN,","WAUKEGAN,",True
129_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,RIO,RIO,True
8f0f704c_2a3c_11eb_b3c4_87278e537870_pdf.pdf,MC DONALD,MC DONALD,True
e04cdbef_2a47_11eb_9847_4b7d7644b9cb_pdf.pdf,COMMACK,COMMACK,True
e0e0617d_2bad_11eb_9847_67d1f3617d72_pdf.pdf,MINNEAPOLIS | SAINT PAUL,MINNEAPOLIS | SAINT PAUL,True
c3f7d1a6_29cb_11eb_a46b_e948b6ea9f31_pdf.pdf,LOCKPORT,LOCKPORT,True
MORTGAGEE_DEC_ALLSTATE_VEHICLE_AND_PROPERTY_INSUARNCE_COMPANY_61_7_PDF_amend183.pdf,Gladwin,Gladwin,True
2_7_PDF_cancel76_THE_TRAVELERS_INSURANCE_COMPANIES_CANCEL.pdf,"SAINT PAUL,","SAINT PAUL,",True
fd4ee20d_2ae3_11eb_a46b_6ff808d43064_pdf.pdf,CENTERPORT | DIX HILLS,CENTERPORT | DIX HILLS,True
37_7_PDF_acord31_The_standard_fire.pdf,"BLACKFOOT,","BLACKFOOT,",True
59_7_PDF_decpage119_GIECO_General_Insurance_Company_Dec.pdf,MIDDLEBURY,MIDDLEBURY,True
6_amend186_USAA_casuality_amend.pdf,AGAT,AGAT,True
59_7_PDF_decpage119_GIECO_General_Insurance_Company_Dec_2.pdf,WINOOSKI,WINOOSKI,True
fcff3074_2b5c_11eb_a46b_43158b84d302_pdf.pdf,Falls Church,Falls Church,True
e015512e_2a47_11eb_9847_e3f46443490f_pdf.pdf,FLORISSANT,FLORISSANT,True
29_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL.pdf,READING,READING,True
c4804ee4_2b60_11eb_b3c4_b9adbd4adfd1_pdf.pdf,AIRVILLE,AIRVILLE,True
29_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL1.pdf,READING,READING,True
124_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,MADISON,MADISON,True
State_Farm_Fire_and_Casualty_Company_87_7_PDF_renew_158.pdf,LAKE VILLA,LAKE VILLA,True
15_amend_35_Allstate_mortgge_dec.pdf,Woodbury,Woodbury,True
RENEWAL_STATE_FARM_FIRE_AND_CASUALTY_COMPANY_40_7_PDF_renew_218.pdf,RED LION,RED LION,True
ALL_STATE_INS_ENDORSMENT_50_7_PDF_amend194.pdf,Abingdon,Abingdon,True
73_ALLSTATE_INSURANCE_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,Harriman,Harriman,True
,"SPRINGFIELD,","SPRINGFIELD,",True
State_Farm_Fire_and_Casualty_Company_Reinstatement_Notice_1_7_PDF_rein_12_1.pdf,WILLISTON,WILLISTON,True
4037c8e6_2b5e_11eb_a46b_1ff74a302290_pdf.pdf,"wantagh,","wantagh,",True
0dc45d64_29c9_11eb_b3c4_a50de3246df1_pdf.pdf,"ROSEBURG,","ROSEBURG,",True
RENEWAL_STATE_FARM_FIRE_AND_CASUALTY_COMPANY_3_7_PDF_renew_221.pdf,BURKE,BURKE,True
Brethren_mutual_ins_coreinstatement124_7_PDF_rein_6.pdf,"Dayton,","Dayton,",True
5ad462f2_2db9_11eb_a46b_2bd05ba7cf30_pdf.pdf,"EDINBURGH,","EDINBURGH,",True
71_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,NEW PALTZ,NEW PALTZ,True
2370781b_2a47_11eb_a46b_29e611f29a37_pdf.pdf,MIDDLETOWN,MIDDLETOWN,True
2_7_PDF_acord_18_NEWYORK_CENTRAL_MUTUAL_FIRE.pdf,Lockport,Lockport,True
87d1055c_2ae2_11eb_a46b_73b136a00591_pdf.pdf,JAMESTOWN,JAMESTOWN,True
29_7_PDF_acord31_The_standard_fire.pdf,"CENTRAL POINT,","CENTRAL POINT,",True
de947b79_2db7_11eb_a46b_1bc8f09826ac_pdf.pdf,WAPPINGERS,WAPPINGERS FL,False
Unique_Ins_co_Cancel149_7_PDF_cancel74.pdf,"AURORA,","AURORA,",True
11_STATE_FARM_FIRE_CASUALTY_COMPANY_RENEWAL_DOCUMENT_21_10_2020_PDF_renew_1.pdf,RINGGOLD,RINGGOLD,True
ALLSTATE_NORTHBROOK_INS_CO_ID_38_7_PDF_ID_4.pdf,"CAMARILLO,","CAMARILLO,",True
de97d10c_2bad_11eb_9847_5f46e4fc0f4c_pdf.pdf,MC FARLAND,MC FARLAND,True
NOTICE_OF_CANCELLATION_STATE_FARM_GENERAL_INSURANCE_COMPANY_49_7_PDF_ITC13.pdf,GALT,GALT,True
21cbefd9_2a47_11eb_a46b_2bd445d925e4_pdf.pdf,WADING RIVER,WADING RIVER,True
402637c3_29c3_11eb_a46b_6d5c3adfde50_pdf.pdf,TRUCKEE,TRUCKEE,True
27_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL.pdf,CORAOPOLIS,CORAOPOLIS,True
162_rein_3_Gainsco_reinst.pdf,BOUNTIFUL,BOUNTIFUL,True
DAIRYLAND_INS_CO_1_7_PDF_renew_158.pdf,LA GRANGE,LA GRANGE,True
27_7_PDF_ITC10_ERIE_INSURANCE_EXCHANGE_INTEND_TO_CANCEL1.pdf,CORAOPOLIS,CORAOPOLIS,True
28_7_PDF_bin_1Statefarm_mutual.pdf,"SPOKANE,","SPOKANE,",True
NOTICE_OF_CANCELLATION_STATE_FARM_GENERAL_INSURANCE_COMPANY_27_7_PDF_ITC13.pdf,LOS ANGELES,LOS ANGELES,True
AMERICAN_FAMILY_INS_CO_MORTGAGE_58_7_PDF_amend173.pdf,Ottumwa,Ottumwa,True
a6d6b357_2db9_11eb_a46b_87aa55f7e52d_pdf.pdf,"ALLENTOWN,",,False
27_7_PDF_cancel78_Travelers_Cancellation.pdf,MERRICK,MERRICK,True
9d128f04_2a3e_11eb_b3c4_07f3fb3d5188_pdf.pdf,ABERDEEN | ELKTON | GLENELG | JOPPA,ABERDEEN | ELKTON | GLENELG | JOPPA,True
NOTICE_OF_CANCELLATION_STATE_FARM_GENERAL_INSURANCE_COMPANY_26_7_PDF_ITC13.pdf,VAN NUYS,VAN NUYS,True
Allstate_northbrook_indemnity_company_91_7_PDF_ID_2.pdf,Nevada City,Nevada City,True
Homestate_Insurance_Company_of_New_York_Dec_212_7_PDF_dec_91.pdf,HOPEWELL JUNCTION,HOPEWELL JUNCTION,True
27_7_PDF_cancel78_Amica_Mutual_Insurance_Company_Cancellation.pdf,"Moreno Valley,","Moreno Valley,",True
160STATE_FARM_FIRE_CASUALTY_COMPANY_08_10_2020_REINST_27_PDF_reinst27.pdf,GIG HARBOR,GIG HARBOR,True
620c87f8_2db9_11eb_a46b_cdc514406451_pdf.pdf,"WARREN,","WARREN,",True
State_Farm_Fire_Casualty_co_renewal96_7_PDF_renew_222.pdf,GARDEN CITY,GARDEN CITY,True
